solver,instance,path,status,runtime_sec,returncode,timeout,killed,conflicts,decisions,propagations,restarts,variables,clauses,cpu_time_reported,conflict_literals,memory_reported_mb
minisat,mchess22-mixed-35percent-blocked.cnf,benchmarks/mchess22-mixed-35percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,multiplier_14bits__miter_14.cnf,benchmarks/multiplier_14bits__miter_14.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,PRP_20_40.cnf,benchmarks/PRP_20_40.cnf,SAT,61.21054482460022,10.0,False,False,859077.0,10009905.0,282804348.0,1848.0,123918.0,738682.0,60.4416,15477005.0,247.79
minisat,velev-pipe-o-uns-1.0-7.cnf,benchmarks/velev-pipe-o-uns-1.0-7.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,PRP_30_39.cnf,benchmarks/PRP_30_39.cnf,SAT,167.70347547531128,10.0,False,False,1839503.0,27183744.0,651378192.0,3580.0,182106.0,1083336.0,166.15,38333811.0,446.0
minisat,ibm-2004-03-k70.cnf,benchmarks/ibm-2004-03-k70.cnf,SAT,2.9308862686157227,10.0,False,False,54586.0,168286.0,19854678.0,169.0,69839.0,275980.0,2.78198,1160338.0,116.95
minisat,asconhashv12_opt64_H13_M2-axxJh7DAq767y_m4_5.c.cnf,benchmarks/asconhashv12_opt64_H13_M2-axxJh7DAq767y_m4_5.c.cnf,SAT,91.98689031600952,10.0,False,False,418103.0,1819977.0,225614027.0,1020.0,158745.0,372495.0,90.8091,44121354.0,352.12
minisat,intervals553.cnf,benchmarks/intervals553.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,PRP_30_37.cnf,benchmarks/PRP_30_37.cnf,SAT,131.74214148521423,10.0,False,False,1580632.0,23491001.0,571352413.0,3069.0,172792.0,1027604.0,130.251,30679778.0,430.08
minisat,shuffling-1-s1870372346-of-bench-sat04-423.used-as.sat04-562.cnf,benchmarks/shuffling-1-s1870372346-of-bench-sat04-423.used-as.sat04-562.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,PRP_30_40.cnf,benchmarks/PRP_30_40.cnf,SAT,118.25797748565674,10.0,False,False,1460518.0,21734339.0,522009964.0,2813.0,186658.0,1111772.0,116.906,28284643.0,435.55
minisat,TableModel_output_6_4_6.bul_.dimacs.cnf,benchmarks/TableModel_output_6_4_6.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,PRP_100_600.cnf,benchmarks/PRP_100_600.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,mchess16-mixed-35percent-blocked.cnf,benchmarks/mchess16-mixed-35percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,24_0.cnf,benchmarks/24_0.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,WS_500_16_70_10.apx_2_DC-ST.cnf,benchmarks/WS_500_16_70_10.apx_2_DC-ST.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,SCPC-700-86.cnf,benchmarks/SCPC-700-86.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,brent_71_0.25.cnf,benchmarks/brent_71_0.25.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,satcoin-genesis-UNSAT-7200.cnf,benchmarks/satcoin-genesis-UNSAT-7200.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,SC23_Timetable_C_473_E_45_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_473_E_45_Cl_32_D_6_T_50.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,SCPC-800-46.cnf,benchmarks/SCPC-800-46.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,brent_69_0.05.cnf,benchmarks/brent_69_0.05.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,mchess22-mixed-25percent-blocked.cnf,benchmarks/mchess22-mixed-25percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,tseitingrid7x160_shuffled-sc2016.cnf,benchmarks/tseitingrid7x160_shuffled-sc2016.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,rphp_p20_r20.cnf,benchmarks/rphp_p20_r20.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,php-010-009.shuffled-as.sat05-1185.cnf,benchmarks/php-010-009.shuffled-as.sat05-1185.cnf,UNSAT,2.6947450637817383,20.0,False,False,470096.0,569313.0,6139619.0,1023.0,90.0,415.0,2.66524,12917311.0,82.2
minisat,mchess20-mixed-35percent-blocked.cnf,benchmarks/mchess20-mixed-35percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,hash_table_find_safety_size_19.cnf,benchmarks/hash_table_find_safety_size_19.cnf,UNSAT,67.93527364730835,20.0,False,False,14059.0,1330865.0,363659529.0,61.0,10735052.0,43043255.0,65.8488,1696133.0,5444.96
minisat,sat-bench-trig-taylor2.cnf,benchmarks/sat-bench-trig-taylor2.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,asconhashv12_opt64_H13_M2-NBRdIKEb8MS2W_m3_5.c.cnf,benchmarks/asconhashv12_opt64_H13_M2-NBRdIKEb8MS2W_m3_5.c.cnf,SAT,105.47660732269289,10.0,False,False,116011.0,546943.0,674981865.0,315.0,158736.0,372445.0,104.12,5908086.0,158.7
minisat,WS_500_32_50_10.apx_2_DC-AD.cnf,benchmarks/WS_500_32_50_10.apx_2_DC-AD.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,T87.2.0.cnf,benchmarks/T87.2.0.cnf,UNSAT,243.4559154510498,20.0,False,False,336092.0,1701998.0,1422444291.0,781.0,3165161.0,10917078.0,240.846,16583237.0,1954.75
minisat,grid-pbl-0150.shuffled-as.sat05-1347.shuffled-as.sat05-1347.cnf,benchmarks/grid-pbl-0150.shuffled-as.sat05-1347.shuffled-as.sat05-1347.cnf,UNSAT,106.15075826644896,20.0,False,False,0.0,0.0,4.0,0.0,22650.0,44850.0,0.081347,0.0,89.51
minisat,hash_table_find_safety_size_15.cnf,benchmarks/hash_table_find_safety_size_15.cnf,UNSAT,58.2506217956543,20.0,False,False,8886.0,832311.0,223959343.0,38.0,7780787.0,31081601.0,56.0572,1074288.0,4040.28
minisat,spg_420_280.cnf,benchmarks/spg_420_280.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,SCPC-700-81.cnf,benchmarks/SCPC-700-81.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,posixpath_expanduser_14.cnf,benchmarks/posixpath_expanduser_14.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,intervals7.cnf,benchmarks/intervals7.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,vmpc_24.cnf,benchmarks/vmpc_24.cnf,SAT,9.81125283241272,10.0,False,False,200528.0,357130.0,20991167.0,510.0,576.0,67872.0,9.66647,4583231.0,103.38
minisat,or_randxor_k3_n640_m640.cnf,benchmarks/or_randxor_k3_n640_m640.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,grid_10_20.shuffled.cnf,benchmarks/grid_10_20.shuffled.cnf,UNSAT,0.0209534168243408,20.0,False,False,0.0,0.0,2.0,0.0,398.0,741.0,0.002589,0.0,82.32
minisat,intervals244.cnf,benchmarks/intervals244.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,DecompressReader_read_12.cnf,benchmarks/DecompressReader_read_12.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,WCNFPlus_from_fp_13.cnf,benchmarks/WCNFPlus_from_fp_13.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,mchess22-mixed-45percent-blocked.cnf,benchmarks/mchess22-mixed-45percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,intervals467.cnf,benchmarks/intervals467.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,shuffling-2-s1480152728-of-bench-sat04-434.used-as.sat04-711.cnf,benchmarks/shuffling-2-s1480152728-of-bench-sat04-434.used-as.sat04-711.cnf,UNSAT,29.76050615310669,20.0,False,False,19793.0,139192.0,76556296.0,68.0,505536.0,1595120.0,25.943,2114084.0,341.6
minisat,PRP_30_38.cnf,benchmarks/PRP_30_38.cnf,SAT,148.66979265213013,10.0,False,False,1869842.0,24199940.0,647588904.0,3581.0,177404.0,1055410.0,146.827,41043461.0,446.79
minisat,hash_table_find_safety_size_18.cnf,benchmarks/hash_table_find_safety_size_18.cnf,UNSAT,97.02315378189088,20.0,False,False,15546.0,1635117.0,411331609.0,62.0,9954175.0,39879160.0,94.4315,1668091.0,4887.79
minisat,mchess16-mixed-45percent-blocked.cnf,benchmarks/mchess16-mixed-45percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,cliquecoloring_n12_k9_c8.cnf,benchmarks/cliquecoloring_n12_k9_c8.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,TableSymModel_output_8_4_7.bul_.dimacs.cnf,benchmarks/TableSymModel_output_8_4_7.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,jkkk-one-one-11-32-unsat.cnf,benchmarks/jkkk-one-one-11-32-unsat.cnf,UNSAT,169.6430149078369,20.0,False,False,1079871.0,2129250.0,305575839.0,2047.0,6401.0,45326.0,168.002,161166874.0,205.8
minisat,connm-ue-csp-sat-n600-d-0.02-s1022905465.used-as.sat04-951.cnf,benchmarks/connm-ue-csp-sat-n600-d-0.02-s1022905465.used-as.sat04-951.cnf,SAT,0.1530046463012695,10.0,False,False,6028.0,8057.0,494913.0,30.0,556.0,6427.0,0.110233,132780.0,82.96
minisat,rphp_p30_r30.cnf,benchmarks/rphp_p30_r30.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,GzipFile_close_11.cnf,benchmarks/GzipFile_close_11.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,PRP_100_300.cnf,benchmarks/PRP_100_300.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,PRP_20_50.cnf,benchmarks/PRP_20_50.cnf,SAT,76.78390574455261,10.0,False,False,1343555.0,16204890.0,440188293.0,2558.0,155138.0,926202.0,76.1339,29294311.0,413.61
minisat,brent_13_0.1.cnf,benchmarks/brent_13_0.1.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,or_randxor_k3_n600_m600.cnf,benchmarks/or_randxor_k3_n600_m600.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,WCNF_from_fp_14.cnf,benchmarks/WCNF_from_fp_14.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,aes_decry_2_rounds.debugged.cnf,benchmarks/aes_decry_2_rounds.debugged.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,tseitin_d3_n10000.cnf,benchmarks/tseitin_d3_n10000.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,mrpp_8x8#22_10.cnf,benchmarks/mrpp_8x8#22_10.cnf,UNSAT,0.2036390304565429,20.0,False,False,7795.0,45086.0,466897.0,31.0,8918.0,71958.0,0.14428,61450.0,90.49
minisat,brent_15_0.25.cnf,benchmarks/brent_15_0.25.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,PRP_100_150.cnf,benchmarks/PRP_100_150.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,SCPC-800-40.cnf,benchmarks/SCPC-800-40.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,asconhashv12_opt64_H8_M2-bL4cM6NJ_m4_5_U14.c.cnf,benchmarks/asconhashv12_opt64_H8_M2-bL4cM6NJ_m4_5_U14.c.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,rbsat-v1150c84314gyes10.cnf,benchmarks/rbsat-v1150c84314gyes10.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,grs-96-192.cnf,benchmarks/grs-96-192.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,21_1.cnf,benchmarks/21_1.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,rovers1_ks99i.renamed-as.sat05-3971.cnf,benchmarks/rovers1_ks99i.renamed-as.sat05-3971.cnf,SAT,0.0154109001159667,10.0,False,False,7.0,37.0,301.0,1.0,439.0,5389.0,0.007628,63.0,82.46
minisat,grs-192-160.cnf,benchmarks/grs-192-160.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,minxor128.cnf,benchmarks/minxor128.cnf,UNSAT,241.5584156513214,20.0,False,False,2367352.0,12696978.0,571114177.0,4095.0,54258.0,160467.0,239.464,530752126.0,563.54
minisat,Grain_no_init_ver1_out200_known_last105_0_u.cnf,benchmarks/Grain_no_init_ver1_out200_known_last105_0_u.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,asconhashv12_opt64_H10_M2-BPHqhzNzqi_m5_6_U14.c.cnf,benchmarks/asconhashv12_opt64_H10_M2-BPHqhzNzqi_m5_6_U14.c.cnf,UNSAT,286.91707396507263,20.0,False,False,138215.0,449292.0,1435197547.0,381.0,158783.0,372829.0,283.935,4697844.0,190.52
minisat,intervals803.cnf,benchmarks/intervals803.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,WS_400_24_90_10.apx_2_DC-AD.cnf,benchmarks/WS_400_24_90_10.apx_2_DC-AD.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,SC23_Timetable_C_490_E_50_Cl_33_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_490_E_50_Cl_33_D_6_T_50.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,TableSymModel_output_6_3_8.bul_.dimacs.cnf,benchmarks/TableSymModel_output_6_3_8.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,sat-bench-trig-taylor6.cnf,benchmarks/sat-bench-trig-taylor6.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,9vliw_bp_mc.shuffled.cnf,benchmarks/9vliw_bp_mc.shuffled.cnf,UNSAT,8.58821177482605,20.0,False,False,192658.0,1376416.0,46327309.0,510.0,20093.0,179481.0,8.41433,6692008.0,131.02
minisat,SCPC-900-31.cnf,benchmarks/SCPC-900-31.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,SC23_Timetable_C_477_E_50_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_477_E_50_Cl_32_D_6_T_50.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,grs-160-64.cnf,benchmarks/grs-160-64.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,CNF_to_alien_11.cnf,benchmarks/CNF_to_alien_11.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,asconhashv12_opt64_H5_M2-A8qZX_m0_3_U23.c.cnf,benchmarks/asconhashv12_opt64_H5_M2-A8qZX_m0_3_U23.c.cnf,UNSAT,133.27450942993164,20.0,False,False,394326.0,1570680.0,698284673.0,956.0,126959.0,296289.0,132.28,32087083.0,340.55
minisat,REGRandom-K4-L2-Seed20.cnf,benchmarks/REGRandom-K4-L2-Seed20.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,intervals855.cnf,benchmarks/intervals855.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,SCPC-900-29.cnf,benchmarks/SCPC-900-29.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,asconhashv12_opt64_H7_M2-K1zfAs8_m0_3_U5.c.cnf,benchmarks/asconhashv12_opt64_H7_M2-K1zfAs8_m0_3_U5.c.cnf,UNSAT,166.62368893623352,20.0,False,False,449586.0,1875052.0,807439893.0,1022.0,126976.0,296239.0,164.795,42251636.0,344.17
minisat,SC23_Timetable_C_488_E_50_Cl_33_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_488_E_50_Cl_33_D_6_T_50.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,multiplier_15bits__miter_20.cnf,benchmarks/multiplier_15bits__miter_20.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,6s20-sc2013.cnf,benchmarks/6s20-sc2013.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,collections_namedtuple_15.cnf,benchmarks/collections_namedtuple_15.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,WS_400_24_70_10.apx_2_DC-AD.cnf,benchmarks/WS_400_24_70_10.apx_2_DC-AD.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,tseitin_d3_n160.cnf,benchmarks/tseitin_d3_n160.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,PRP_100_450.cnf,benchmarks/PRP_100_450.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,patat-08-comp-3.cnf,benchmarks/patat-08-comp-3.cnf,SAT,5.95765233039856,10.0,False,False,93886.0,820622.0,23583981.0,255.0,78774.0,1616620.0,5.76218,3735686.0,234.92
minisat,mchess18-mixed-35percent-blocked.cnf,benchmarks/mchess18-mixed-35percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,g2-T49.2.0.cnf,benchmarks/g2-T49.2.0.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,17_0.cnf,benchmarks/17_0.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,brent_9_0.cnf,benchmarks/brent_9_0.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,brent_63_0.15.cnf,benchmarks/brent_63_0.15.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,ncc_none_7047_6_3_3_0_0_420.cnf,benchmarks/ncc_none_7047_6_3_3_0_0_420.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,mrpp_6x6#18_20.cnf,benchmarks/mrpp_6x6#18_20.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,unsat-set-b-fclqcolor-10-07-09.sat05-1282.reshuffled-07.cnf,benchmarks/unsat-set-b-fclqcolor-10-07-09.sat05-1282.reshuffled-07.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,grs-192-256.cnf,benchmarks/grs-192-256.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,46bits_11.dimacs.cnf,benchmarks/46bits_11.dimacs.cnf,SAT,294.24166798591614,10.0,False,False,4802931.0,5583775.0,458201961.0,8190.0,689.0,16922.0,292.067,116985470.0,106.65
minisat,19_2.cnf,benchmarks/19_2.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,SCPC-1000-20.cnf,benchmarks/SCPC-1000-20.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,grs-32-256.cnf,benchmarks/grs-32-256.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,PRP_100_550.cnf,benchmarks/PRP_100_550.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,hash_table_find_safety_size_30.cnf,benchmarks/hash_table_find_safety_size_30.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,C208_FA_UT_3254.cnf,benchmarks/C208_FA_UT_3254.cnf,UNSAT,0.0616121292114257,20.0,False,False,0.0,0.0,1219.0,0.0,1805.0,6135.0,0.012957,0.0,82.87
minisat,oisc-subrv-and-nested-14.cnf,benchmarks/oisc-subrv-and-nested-14.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,DivU_1520_10.cnf.sanitized.cnf,benchmarks/DivU_1520_10.cnf.sanitized.cnf,UNSAT,41.81842732429504,20.0,False,False,0.0,0.0,331.0,0.0,1520.0,766890.0,41.3095,0.0,205.9
minisat,tseitin_grid_n100_m100.cnf,benchmarks/tseitin_grid_n100_m100.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,SC23_Timetable_C_481_E_49_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_481_E_49_Cl_32_D_6_T_50.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,WS_400_24_70_10.apx_2_DC-ST.cnf,benchmarks/WS_400_24_70_10.apx_2_DC-ST.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,SC23_Timetable_C_481_E_50_Cl_32_D_6_T_50.cnf,benchmarks/SC23_Timetable_C_481_E_50_Cl_32_D_6_T_50.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,mchess18-mixed-45percent-blocked.cnf,benchmarks/mchess18-mixed-45percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,clqcolor-08-06-07.shuffled-as.sat05-1257.cnf,benchmarks/clqcolor-08-06-07.shuffled-as.sat05-1257.cnf,UNSAT,5.699706315994263,20.0,False,False,1032794.0,1454772.0,14827199.0,2047.0,132.0,1527.0,5.64641,18661393.0,82.33
minisat,WCNFPlus_to_alien_14.cnf,benchmarks/WCNFPlus_to_alien_14.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,TableModel_output_8_3_10.bul_.dimacs.cnf,benchmarks/TableModel_output_8_3_10.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,rbsat-v760c43649gyes5.cnf,benchmarks/rbsat-v760c43649gyes5.cnf,SAT,4.450805902481079,10.0,False,False,86276.0,134184.0,7943296.0,254.0,760.0,43649.0,4.35658,3898128.0,104.33
minisat,mchess20-mixed-45percent-blocked.cnf,benchmarks/mchess20-mixed-45percent-blocked.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,BZ2File_write_11.cnf,benchmarks/BZ2File_write_11.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,TableSymModel_output_8_4_8.bul_.dimacs.cnf,benchmarks/TableSymModel_output_8_4_8.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,TableSymModel_output_6_5_6.bul_.dimacs.cnf,benchmarks/TableSymModel_output_6_5_6.bul_.dimacs.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,SCPC-800-43.cnf,benchmarks/SCPC-800-43.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,16_1.cnf,benchmarks/16_1.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,asconhashv12_opt64_H8_M2-I61h2mH5_m2_6.c.cnf,benchmarks/asconhashv12_opt64_H8_M2-I61h2mH5_m2_6.c.cnf,SAT,72.10904622077942,10.0,False,False,120771.0,492384.0,341551539.0,318.0,158739.0,373026.0,71.3868,8799844.0,177.65
minisat,WS_400_24_90_10.apx_1_DS-ST.cnf,benchmarks/WS_400_24_90_10.apx_1_DS-ST.cnf,TIMEOUT,300.0,,True,False,,,,,,,,,
minisat,CNP-5-1100.cnf,benchmarks/CNP-5-1100.cnf,SAT,60.68426036834717,10.0,False,False,594794.0,967240.0,268053913.0,1276.0,22585.0,163824.0,60.0341,44250277.0,244.39
minisat,rand_net50-60-10.shuffled.cnf,benchmarks/rand_net50-60-10.shuffled.cnf,UNSAT,39.58423662185669,20.0,False,False,562937.0,939817.0,257596024.0,1178.0,6000.0,17901.0,39.2445,25405537.0,97.61
